Product Level 4,Brand Level 4,Brand Level 2,Product Name,average,growth,returnPercent,returnUnits,tAct,thAct,fAct,sAct,mAct,tSug,thSug,fSug,sSug,mSug,totalAct,totalSug
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,ABO COUNTRY,OR CNTRY OATMEAL 24Z,1,-63.70,158.49,2,0,0,0,0,10,0,0,0,0,10,10,10
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,ABO COUNTRY,OR CNTRY WHEAT WP24Z,2,-73.94,67.44,1,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,ABO COUNTRY,OR CNTRY WHITE 24Z,1,-62.92,131.82,2,0,0,0,0,10,0,0,0,0,10,10,10
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,ABO COUNTRY,OR CNTY POTATO 24Z,8,-38.99,22.20,2,0,0,0,0,10,0,0,0,0,10,10,10
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,ABO WHOLE GRAINS,,139,12.74,9.16,13,30,30,10,52,42,20,20,10,50,42,164,142
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,ABO WHOLE GRAINS,OR 12 GRAIN WP 24Z,28,11.81,9.24,3,10,10,0,10,10,0,10,0,10,10,40,30
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,ABO WHOLE GRAINS,OR ANCTGRN&RSEED 24Z,1,100.00,92.73,1,0,0,0,2,2,0,0,0,0,2,4,2
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,ABO WHOLE GRAINS,OR HEALTHNUT BRD 24Z,24,4.76,9.49,2,0,0,0,10,10,0,0,0,10,10,20,20
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,ABO WHOLE GRAINS,OR OATNUT BREAD 24Z,63,14.64,3.09,2,20,10,10,20,10,20,10,10,20,10,70,70
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,ABO WHOLE GRAINS,OR WG 100%WW WP 24Z,24,12.59,21.07,5,0,10,0,10,10,0,0,0,10,10,30,20
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,AR ITALIAN,,7,-44.32,24.14,2,0,0,0,0,7,0,0,0,0,7,7,7
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,AR ITALIAN,OROWEAT ITALIAN 20OZ,7,-44.32,24.14,2,0,0,0,0,7,0,0,0,0,7,7,7
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,AR-OR HEALTHFUL BRDS,,16,-19.01,21.90,4,8,0,0,13,0,8,0,0,13,0,21,21
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,AR-OR HEALTHFUL BRDS,OR HLF NUTS&SEED 20Z,2,100.00,63.64,1,2,0,0,4,0,2,0,0,4,0,6,6
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,AR-OR HEALTHFUL BRDS,OR HLF STLCUT OAT20Z,2,100.00,61.25,1,3,0,0,4,0,3,0,0,4,0,7,7
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,AR-OR HEALTHFUL BRDS,OR HLTHF 10GRAIN 24Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,AR-OR HEALTHFUL BRDS,OR HLTHF FLAX&SF 20Z,2,100.00,16.13,0,3,0,0,5,0,3,0,0,5,0,8,8
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,AR-OR HEALTHFUL BRDS,OR HLTHF NUTTYGRNS24,10,-25.03,10.58,1,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,CINNABON BREAD,,4,-35.24,105.12,4,0,0,0,0,14,0,0,0,0,14,14,14
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,CINNABON BREAD,CINNABON BRD16Z,4,-35.24,105.12,4,0,0,0,0,14,0,0,0,0,14,14,14
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,ORO FRUIT&CINN BRD,,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,ORO FRUIT&CINN BRD,WP RAISIN BRD,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,ORO RYE BREAD,,13,-24.43,43.68,6,0,0,0,0,36,0,0,0,0,36,36,36
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,ORO RYE BREAD,JEWISH RYE,9,-16.23,17.05,2,0,0,0,0,12,0,0,0,0,12,12,12
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,ORO RYE BREAD,RUSSIAN RYE,2,-35.00,109.62,2,0,0,0,0,12,0,0,0,0,12,12,12
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,ORO RYE BREAD,SWARZ DARK RYE16,2,-39.69,93.16,2,0,0,0,0,12,0,0,0,0,12,12,12
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,SUNMAID FRUIT BRD,,13,-53.48,10.87,1,0,0,0,0,14,0,0,0,0,14,14,14
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,SUNMAID FRUIT BRD,SUNMAID RAISIN 16Z,13,-53.48,10.87,1,0,0,0,0,14,0,0,0,0,14,14,14
SLICED BREAD,BIMBO BREAD,,,204,8.14,5.77,12,48,32,32,56,32,58,24,32,56,32,200,202
SLICED BREAD,BIMBO BREAD,BIMBO SOFT BREAD,,199,35.21,4.51,9,48,32,32,56,32,48,24,32,56,32,200,192
SLICED BREAD,BIMBO BREAD,BIMBO SOFT BREAD,BIM SFT WHEAT 20Z,93,42.17,5.68,5,24,16,16,24,16,24,8,16,24,16,96,88
SLICED BREAD,BIMBO BREAD,BIMBO SOFT BREAD,BIM SOFT WHITE 20Z,106,29.62,3.48,4,24,16,16,32,16,24,16,16,32,16,104,104
SLICED BREAD,BIMBO BREAD,BIMBO SQUARE BREAD,,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,BIMBO BREAD,BIMBO SQUARE BREAD,BIM SAND WHITE 22Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,BIMBO BREAD,BIMBO VARIETY-OTHER,,6,-85.40,50.34,3,0,0,0,0,0,10,0,0,0,0,0,10
SLICED BREAD,BIMBO BREAD,BIMBO VARIETY-OTHER,BIM STGR 100%WW 16Z,6,-85.40,50.34,3,0,0,0,0,0,10,0,0,0,0,0,10
SLICED BREAD,MRS BAIRDS BREAD,,,"1,409",-13.76,2.20,31,298,186,178,446,210,285,180,171,430,210,1318,1276
SLICED BREAD,MRS BAIRDS BREAD,MB LIGHT BRD,,15,-22.82,7.20,1,0,0,0,12,12,0,0,0,0,12,24,12
SLICED BREAD,MRS BAIRDS BREAD,MB LIGHT BRD,MB WG LC SUGFRE 16Z,15,-22.82,7.20,1,0,0,0,12,12,0,0,0,0,12,24,12
SLICED BREAD,MRS BAIRDS BREAD,MB WHEAT-VARIETY BRD,,519,-5.68,2.69,14,112,64,64,152,74,96,64,64,152,74,466,450
SLICED BREAD,MRS BAIRDS BREAD,MB WHEAT-VARIETY BRD,MB 100% WHEAT 20Z,103,-30.08,5.47,6,32,16,8,32,16,16,16,8,32,16,104,88
SLICED BREAD,MRS BAIRDS BREAD,MB WHEAT-VARIETY BRD,MB 100% WW 16Z WIC,9,20.11,16.74,1,0,0,0,0,10,0,0,0,0,10,10,10
SLICED BREAD,MRS BAIRDS BREAD,MB WHEAT-VARIETY BRD,MB HONEY 7 GRAIN 20Z,62,11.10,1.61,1,16,8,16,24,8,16,8,16,24,8,72,72
SLICED BREAD,MRS BAIRDS BREAD,MB WHEAT-VARIETY BRD,MB HONEY WHEAT 20Z,304,14.90,1.27,4,64,40,40,96,40,64,40,40,96,40,280,280
SLICED BREAD,MRS BAIRDS BREAD,MB WHEAT-VARIETY BRD,MB S/TOP WHEAT 20Z,40,-45.58,4.91,2,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,MRS BAIRDS BREAD,MB WHITE BRD,,875,-17.77,1.82,16,186,122,114,282,124,189,116,107,278,124,828,814
SLICED BREAD,MRS BAIRDS BREAD,MB WHITE BRD,MB LRG WHITE#2 20Z,445,-29.43,0.88,4,88,48,48,128,56,88,48,48,128,56,368,368
SLICED BREAD,MRS BAIRDS BREAD,MB WHITE BRD,MB SMALL WHITE 16Z,47,-27.62,5.48,3,10,10,10,10,10,10,10,0,10,10,50,40
SLICED BREAD,MRS BAIRDS BREAD,MB WHITE BRD,MB TEXAS SL WHITE24Z,13,-15.23,19.20,2,0,8,0,8,2,3,2,3,4,2,18,14
SLICED BREAD,MRS BAIRDS BREAD,MB WHITE BRD,MB WG WHITE 20Z,176,11.98,1.97,3,40,24,32,64,24,40,24,32,64,24,184,184
SLICED BREAD,MRS BAIRDS BREAD,MB WHITE BRD,MB X THIN WHITE 24Z,195,12.58,1.84,4,48,32,24,72,32,48,32,24,72,32,208,208
SLICED BREAD,MRS BAIRDS BREAD,MB WHITE BRD,MB XTHIN TEXAS RG24Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,NATURES HARVEST,,,5,100.00,223.55,11,0,36,0,11,24,8,24,9,20,24,71,85
SLICED BREAD,NATURES HARVEST,NAT HVST WHEAT SDWCH,,4,100.00,214.48,9,0,30,0,11,20,6,20,7,17,20,61,70
SLICED BREAD,NATURES HARVEST,NAT HVST WHEAT SDWCH,NHV 18GRN&SEEDS 24Z,1,100.00,310.34,2,0,6,0,3,4,0,4,0,3,4,13,11
SLICED BREAD,NATURES HARVEST,NAT HVST WHEAT SDWCH,NHV B/TOP WGWHE BB20,1,100.00,350.00,2,0,6,0,0,4,2,4,2,3,4,10,15
SLICED BREAD,NATURES HARVEST,NAT HVST WHEAT SDWCH,NHV HNY WHEAT RT 20Z,1,100.00,178.95,2,0,6,0,5,4,2,4,3,5,4,15,18
SLICED BREAD,NATURES HARVEST,NAT HVST WHEAT SDWCH,NHV STGRD 100%WW 20Z,1,100.00,97.33,1,0,6,0,0,4,2,4,2,3,4,10,15
SLICED BREAD,NATURES HARVEST,NAT HVST WHEAT SDWCH,NHV WHEATBERRY WW24Z,1,100.00,346.43,2,0,6,0,3,4,0,4,0,3,4,13,11
SLICED BREAD,NATURES HARVEST,NAT HVST WHITE SDWCH,,1,100.00,276.32,2,0,6,0,0,4,2,4,2,3,4,10,15
SLICED BREAD,NATURES HARVEST,NAT HVST WHITE SDWCH,NHV B/TOP WGWHI BB20,1,100.00,276.32,2,0,6,0,0,4,2,4,2,3,4,10,15
SLICED BREAD,OTHER BREAD BRANDS,,,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,OTHER BREAD BRANDS,EARTHGRA WP WE-GR BR,,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,OTHER BREAD BRANDS,EARTHGRA WP WE-GR BR,EG 12GR WP BRD 24Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,OTHER BREAD BRANDS,EARTHGRA WP WE-GR BR,EG SGWW WP BRD 24Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,PRIVATE LABEL BRANDS,,,"2,493",-9.24,1.77,44,604,386,388,886,346,500,322,332,774,346,2610,2274
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),,"2,491",-9.31,1.65,41,604,386,388,886,346,500,322,332,774,346,2610,2274
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),BT WHEAT 24 SL 24OZ,4,-92.68,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),BT WHITE 24 SL 24Z,7,-93.49,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV 100% WHEAT 16Z,118,-4.02,4.92,6,20,10,20,30,10,20,10,20,30,10,90,90
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV 100% WW BRD 20Z,177,-7.58,0.82,1,40,24,32,64,32,40,24,32,64,32,192,192
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV HNYWHEAT  BRD 20Z,54,2.35,4.34,2,8,8,0,16,8,8,8,0,16,8,40,40
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV S/TOP WHEAT 20Z,102,-6.16,1.98,2,16,16,16,32,16,16,16,8,32,16,96,88
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV S/TOP WHITE 20Z,0,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV TEXAS TST 24Z,25,77.59,0.70,0,0,8,0,16,8,0,8,0,8,8,32,24
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV WG WHITE BRD 20Z,9,9.42,11.68,1,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV WHEAT SQ 24Z,442,-25.74,1.16,5,112,56,64,136,56,88,56,64,136,56,424,400
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV WHITE 1#,102,56.31,2.31,2,16,8,16,24,8,16,8,16,24,8,72,72
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV WHITE RT TOP 20Z,401,-27.50,2.14,9,64,40,48,120,40,64,40,48,96,40,312,288
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV WHITE SQ,468,-46.72,1.41,7,112,56,48,128,56,88,56,48,128,56,400,376
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),PFT WHEAT SQ 24Z,244,100.00,1.13,3,96,64,64,120,40,64,40,32,96,40,384,272
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),PFT WHITE SQ 24Z,338,100.00,0.84,3,120,96,80,200,72,96,56,64,144,72,568,432
SLICED BREAD,PRIVATE LABEL BRANDS,PL WILD OATS-WMART,,2,100.00,154.81,3,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,PRIVATE LABEL BRANDS,PL WILD OATS-WMART,WO ANCIENT GRN 22Z,1,100.00,81.63,1,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,PRIVATE LABEL BRANDS,PL WILD OATS-WMART,WO NUTTY BRD 22Z,1,100.00,162.96,1,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,PRIVATE LABEL BRANDS,PL WILD OATS-WMART,WO OATMEAL BRD 22Z,0,100.00,257.14,1,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,PRIVATE LABEL BRANDS,PL WILD OATS-WMART,WO WHOLE WHEAT 22Z,0,100.00,292.86,1,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,RAINBO,,,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,RAINBO,RAINBO WHITE BREAD,,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,RAINBO,RAINBO WHITE BREAD,RB WHI TEXAS TST 24Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,SARA LEE,,,765,-6.25,5.24,40,192,130,120,306,162,192,124,120,298,162,910,896
SLICED BREAD,SARA LEE,SL BREAKFAST BREADS,,15,-52.73,27.76,4,0,2,0,2,16,0,2,0,0,16,20,18
SLICED BREAD,SARA LEE,SL BREAKFAST BREADS,SL BRSUG BRD 16Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,SARA LEE,SL BREAKFAST BREADS,SL CINRN BRD 16Z,12,-53.11,19.40,2,0,0,0,0,14,0,0,0,0,14,14,14
SLICED BREAD,SARA LEE,SL BREAKFAST BREADS,SL CSWRL BRFST BD16Z,3,-49.45,66.42,2,0,2,0,2,2,0,2,0,0,2,6,4
SLICED BREAD,SARA LEE,SL CLASSIC VRTY BRD,,512,26.06,2.67,14,160,96,104,232,104,160,96,104,232,104,696,696
SLICED BREAD,SARA LEE,SL CLASSIC VRTY BRD,SL CL 100%WW RT 16Z,2,48.10,41.88,1,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,SARA LEE,SL CLASSIC VRTY BRD,SL CL 100%WW RT 20Z,51,-7.59,4.75,2,16,8,8,16,8,16,8,8,16,8,56,56
SLICED BREAD,SARA LEE,SL CLASSIC VRTY BRD,SL CL HNYWHEAT RT20Z,458,31.43,2.05,9,144,88,96,216,96,144,88,96,216,96,640,640
SLICED BREAD,SARA LEE,SL CLASSIC VRTY BRD,SL CLS OATS NHNY 20Z,1,-11.90,68.92,1,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,SARA LEE,SL DELIGHTFUL BRD,,80,-11.17,11.90,10,16,16,0,40,24,16,16,0,40,24,96,96
SLICED BREAD,SARA LEE,SL DELIGHTFUL BRD,SL 45CAL DEL WW/HY20,30,-5.58,7.60,2,8,8,0,16,8,8,8,0,16,8,40,40
SLICED BREAD,SARA LEE,SL DELIGHTFUL BRD,SL DEL HLTY MG 20Z,33,-12.95,8.97,3,8,8,0,16,8,8,8,0,16,8,40,40
SLICED BREAD,SARA LEE,SL DELIGHTFUL BRD,SL DEL WHEAT 20Z,18,-16.22,24.28,4,0,0,0,8,8,0,0,0,8,8,16,16
SLICED BREAD,SARA LEE,SL HRTY DLICS VAR BD,,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,SARA LEE,SL HRTY DLICS VAR BD,SL 12GR WP BR 1P 24Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,SARA LEE,SL HRTY DLICS WHE BD,,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,SARA LEE,SL HRTY DLICS WHE BD,SL HRTY&DEL WW WP24Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,SARA LEE,SL IRON KIDS,,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,SARA LEE,SL IRON KIDS,IK WHI SW BRD 24Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,SARA LEE,SL MAINSTREAM WHITE,,4,90.91,36.36,2,0,8,0,8,2,0,2,0,2,2,18,6
SLICED BREAD,SARA LEE,SL MAINSTREAM WHITE,SL GIANT WHITE RT24Z,1,-57.85,66.67,1,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,SARA LEE,SL MAINSTREAM WHITE,SL WHITE BUTTER 20Z,3,100.00,27.78,1,0,8,0,8,2,0,2,0,2,2,18,6
SLICED BREAD,SARA LEE,SL SOFT & SMOOTH BRD,,153,-39.63,7.27,11,16,8,16,24,16,16,8,16,24,16,80,80
SLICED BREAD,SARA LEE,SL SOFT & SMOOTH BRD,SL S&S 100%WW RT 20Z,21,-52.71,6.30,1,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,SARA LEE,SL SOFT & SMOOTH BRD,SL S&S WGW RT BRD20Z,133,-36.90,7.42,10,16,8,16,24,16,16,8,16,24,16,80,80
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SNACK,,,,6,146.15,3.13,0,0,9,0,18,9,0,0,0,9,9,36,18
SNACK,TIA ROSA,,,6,146.15,3.13,0,0,9,0,18,9,0,0,0,9,9,36,18
SNACK,TIA ROSA,TR CHIPS,,6,146.15,3.13,0,0,9,0,18,9,0,0,0,9,9,36,18
SNACK,TIA ROSA,TR CHIPS,TR MEGATHIN CHIP,6,146.15,3.13,0,0,9,0,18,9,0,0,0,9,9,36,18
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,,,,939,23.71,4.70,44,54,74,339,132,210,207,140,289,164,210,809,1010
SWEET BAKED GOODS,BIMBO SBG,,,251,19.53,8.31,21,0,0,159,0,70,61,44,127,0,70,229,302
SWEET BAKED GOODS,BIMBO SBG,BM-BX-BARS,,20,"2,123.91",2.15,0,0,0,0,0,14,4,9,10,0,14,14,37
SWEET BAKED GOODS,BIMBO SBG,BM-BX-BARS,BIM MGRNBAR MIX BX6P,17,"1,771.74",1.86,0,0,0,0,0,3,4,9,10,0,3,3,26
SWEET BAKED GOODS,BIMBO SBG,BM-BX-BARS,BIM STWYBRAN FT BX6P,3,100.00,3.70,0,0,0,0,0,11,0,0,0,0,11,11,11
SWEET BAKED GOODS,BIMBO SBG,BM-FS-DONUTS,,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,BIMBO SBG,BM-FS-DONUTS,BIM DONAS SGR FS20P,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,BIMBO SBG,BM-FS-LOAF CAKES,,37,-24.22,17.29,6,0,0,21,0,12,7,4,13,0,12,33,36
SWEET BAKED GOODS,BIMBO SBG,BM-FS-LOAF CAKES,BIM PANQU MRM FS1PBX,2,100.00,39.53,1,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,BIMBO SBG,BM-FS-LOAF CAKES,BIM PANQUE APPFS1PBX,1,100.00,67.86,1,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,BIMBO SBG,BM-FS-LOAF CAKES,BIM PANQUE BN FS1PBX,1,100.00,2.44,0,0,0,0,0,4,0,0,0,0,4,4,4
SWEET BAKED GOODS,BIMBO SBG,BM-FS-LOAF CAKES,BIM PANQUE HMD FS1P,5,-39.08,23.30,1,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,BIMBO SBG,BM-FS-LOAF CAKES,BIM PANQUE PEC FS1P,23,-21.56,8.20,2,0,0,21,0,4,7,4,13,0,4,25,28
SWEET BAKED GOODS,BIMBO SBG,BM-FS-LOAF CAKES,BIM PANQUE RSN FS1P,5,-52.94,37.89,2,0,0,0,0,4,0,0,0,0,4,4,4
SWEET BAKED GOODS,BIMBO SBG,BM-FS-SEASONAL,,0,-5.00,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,BIMBO SBG,BM-FS-SEASONAL,BIM ROSCA REYES FS1P,0,-5.00,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,BIMBO SBG,BM-FS-SWEET ROLLS,,23,-10.31,13.33,3,0,0,19,0,3,6,3,11,0,3,22,23
SWEET BAKED GOODS,BIMBO SBG,BM-FS-SWEET ROLLS,BIM ROLES CIN FS6P,23,-10.31,13.33,3,0,0,19,0,3,6,3,11,0,3,22,23
SWEET BAKED GOODS,BIMBO SBG,BM-MP-DONUTS,,15,97.73,19.87,3,0,0,10,0,3,5,2,10,0,3,13,20
SWEET BAKED GOODS,BIMBO SBG,BM-MP-DONUTS,BIM DONAS SGR MF12P,15,97.73,19.87,3,0,0,10,0,3,5,2,10,0,3,13,20
SWEET BAKED GOODS,BIMBO SBG,BM-MP-LOAF CAKES,,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,BIMBO SBG,BM-MP-LOAF CAKES,BIM PNKCITO ORG 8PBX,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,BIMBO SBG,BM-MP-MUFFINS,,55,30.65,2.41,1,0,0,35,0,10,15,11,32,0,10,45,68
SWEET BAKED GOODS,BIMBO SBG,BM-MP-MUFFINS,BIM MINIMCDA MF8P,40,11.39,0.95,0,0,0,27,0,8,11,9,25,0,8,35,53
SWEET BAKED GOODS,BIMBO SBG,BM-MP-MUFFINS,BIM MNTECADA MF6P,15,148.53,6.42,1,0,0,8,0,2,4,2,7,0,2,10,15
SWEET BAKED GOODS,BIMBO SBG,BM-MP-TRADITIONAL,,101,36.24,6.52,7,0,0,75,0,28,24,15,51,0,28,103,118
SWEET BAKED GOODS,BIMBO SBG,BM-MP-TRADITIONAL,BIM BIMBOLETE MF4P,41,50.49,1.58,1,0,0,40,0,8,13,8,27,0,8,48,56
SWEET BAKED GOODS,BIMBO SBG,BM-MP-TRADITIONAL,BIM BUNUELO MF12P,9,9.66,5.45,1,0,0,8,0,4,3,0,5,0,4,12,12
SWEET BAKED GOODS,BIMBO SBG,BM-MP-TRADITIONAL,BIM CNCHITA VAN MF6P,6,-36.75,48.93,3,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,BIMBO SBG,BM-MP-TRADITIONAL,BIM CONCHAS VAN MP8P,38,"1,086.29",3.20,1,0,0,27,0,5,8,7,19,0,5,32,39
SWEET BAKED GOODS,BIMBO SBG,BM-MP-TRADITIONAL,BIM REBANADAS MF6PBX,6,21.03,17.99,1,0,0,0,0,11,0,0,0,0,11,11,11
SWEET BAKED GOODS,BIMBO SBG,BM-MP-TRADITIONAL,BIM SFT PASTRY8P BOX,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,BIMBO SBG,BM-SS-TRADITIONAL,,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,BIMBO SBG,BM-SS-TRADITIONAL,BIM CONCHAS VAN SS2P,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,ENTENMANNS BRANDS,,,60,-0.76,5.13,3,0,0,0,36,38,18,18,0,36,38,74,110
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,,60,-0.76,5.13,3,0,0,0,36,38,18,18,0,36,38,74,110
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,CP LB CHOCCP MFN10CT,1,8.33,230.77,1,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,LB BLBRY MFN,22,-15.47,1.68,0,0,0,0,18,18,0,0,0,18,18,36,36
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,LB BROWNIE,8,-26.54,10.45,1,0,0,0,0,0,18,0,0,0,0,0,18
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,LB CHOCCREME CUPCK8P,2,100.00,13.68,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,LB CHOCHIP MINI MUFF,22,10.34,0.89,0,0,0,0,18,18,0,0,0,18,18,36,36
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,LB CRUMB CAKE,0,100.00,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,LB GLDNCREME CUPCK8P,1,100.00,38.46,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,LB MRSHM HCHOC MFN5P,1,100.00,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,LB PARTY CAKE MFN 5P,0,-80.00,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0
