Product Level 4,Brand Level 4,Brand Level 2,Product Name,average,growth,returnPercent,returnUnits,tAct,thAct,fAct,sAct,mAct,tSug,thSug,fSug,sSug,mSug,totalAct,totalSug
BUNS-ROLLS,ARNOLD-BRWNBRY-OROWT,AR-BB-ORO SPECLTYBUN,OR CRUSTINI ROLL8P18,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
BUNS-ROLLS,ARNOLD-BRWNBRY-OROWT,AR-BB-ORO SPECLTYBUN,OR SP STEAK RL 6P15Z,7,-48.68,8.00,1,0,0,0,6,6,0,0,0,0,6,12,6
BUNS-ROLLS,ARNOLD-BRWNBRY-OROWT,ORO HAMBURGER,,14,-11.24,7.60,1,0,0,0,6,6,0,0,0,6,6,12,12
BUNS-ROLLS,ARNOLD-BRWNBRY-OROWT,ORO HAMBURGER,"ORO 4.5""WW RLS 8P21Z",14,-11.24,7.60,1,0,0,0,6,6,0,0,0,6,6,12,12
BUNS-ROLLS,BALL PARK,,,44,-37.35,23.41,10,36,14,8,32,9,27,14,0,18,9,99,68
BUNS-ROLLS,BALL PARK,BALL PARK BUNS,,44,-37.35,23.41,10,36,14,8,32,9,27,14,0,18,9,99,68
BUNS-ROLLS,BALL PARK,BALL PARK BUNS,"BP 3.75""SAND RL12P21",4,-13.10,49.25,2,5,0,0,0,0,5,0,0,0,0,5,5
BUNS-ROLLS,BALL PARK,BALL PARK BUNS,"BP 6""HOTDOG 12P 20Z",6,-8.93,16.77,1,5,5,0,0,0,5,5,0,0,0,10,10
BUNS-ROLLS,BALL PARK,BALL PARK BUNS,"BP 6""TAIL BRAT 6P16Z",1,100.00,52.00,1,0,0,0,6,0,0,0,0,0,0,6,0
BUNS-ROLLS,BALL PARK,BALL PARK BUNS,BP WHITE HAM RL8P14Z,6,-48.75,59.28,4,8,0,8,8,0,8,0,0,0,0,24,8
BUNS-ROLLS,BALL PARK,BALL PARK BUNS,BP WHITE HD 8P 13Z,28,-42.76,12.65,4,18,9,0,18,9,9,9,0,18,9,54,45
BUNS-ROLLS,MRS BAIRDS BREAD,,,315,-15.76,5.51,17,71,50,41,112,50,71,50,33,104,50,324,308
BUNS-ROLLS,MRS BAIRDS BREAD,MB HAM AND HOT BUNS,,304,-13.59,4.90,15,71,50,41,112,50,71,50,33,104,50,324,308
BUNS-ROLLS,MRS BAIRDS BREAD,MB HAM AND HOT BUNS,"MB 4""M LEAGUE RL8P14",0,-150.00,-100.00,0,0,0,0,0,0,0,0,0,0,0,0,0
BUNS-ROLLS,MRS BAIRDS BREAD,MB HAM AND HOT BUNS,"MB 4.5"" HAM 8P18.25Z",75,16.83,2.38,2,18,12,12,30,12,18,12,12,30,12,84,84
BUNS-ROLLS,MRS BAIRDS BREAD,MB HAM AND HOT BUNS,"MB 4.5"" TX RANGER 8P",0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
BUNS-ROLLS,MRS BAIRDS BREAD,MB HAM AND HOT BUNS,"MB 4.5""SS BUN8P18.25",81,-4.16,2.05,2,18,12,12,30,12,18,12,12,30,12,84,84
BUNS-ROLLS,MRS BAIRDS BREAD,MB HAM AND HOT BUNS,MB 4IN HAM 8P12Z,33,-28.01,5.74,2,8,8,8,16,8,8,8,0,8,8,48,32
BUNS-ROLLS,MRS BAIRDS BREAD,MB HAM AND HOT BUNS,MB CONEYS 8P11.75Z,116,-14.00,8.19,9,27,18,9,36,18,27,18,9,36,18,108,108
BUNS-ROLLS,MRS BAIRDS BREAD,MB HAM AND HOT BUNS,MB TEX RANG CONEY 8P,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
BUNS-ROLLS,MRS BAIRDS BREAD,MB ROLLS,,11,-50.44,22.54,2,0,0,0,0,0,0,0,0,0,0,0,0
BUNS-ROLLS,MRS BAIRDS BREAD,MB ROLLS,MB CLASIC DNRL 12P17,11,-43.82,22.54,2,0,0,0,0,0,0,0,0,0,0,0,0
BUNS-ROLLS,MRS BAIRDS BREAD,MB ROLLS,MB HOME BAKE RL12P12,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
BUNS-ROLLS,PRIVATE LABEL BRANDS,,,"2,259",-5.28,2.27,51,480,324,298,855,341,474,292,298,707,341,2298,2112
BUNS-ROLLS,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),,"1,946",-7.67,2.38,46,402,263,246,733,297,396,257,246,611,297,1941,1807
BUNS-ROLLS,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV BRWN&SRV RL12P12Z,159,-16.73,6.73,11,0,10,0,15,15,0,10,0,15,15,40,40
BUNS-ROLLS,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV HAM RL 16P 22Z,12,-17.53,8.44,1,8,0,0,8,8,8,0,0,0,8,24,16
BUNS-ROLLS,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV HAMBURG 8P11Z,457,-8.65,3.12,14,112,64,72,160,72,112,64,72,160,72,480,480
BUNS-ROLLS,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV HOT DOG 8P11Z,"1,041",-5.53,1.33,14,234,144,144,450,153,234,144,144,351,153,1125,1026
BUNS-ROLLS,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV HOT RL 16P 22Z,19,-18.00,3.86,1,0,0,0,10,10,0,0,0,10,10,20,20
BUNS-ROLLS,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV JUMBO HAM BUN 8P,209,-9.26,1.43,3,48,30,30,60,24,42,24,30,60,24,192,180
BUNS-ROLLS,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV WW HAM 8P14Z,22,-5.71,6.93,2,0,6,0,12,6,0,6,0,6,6,24,18
BUNS-ROLLS,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV WW HOT 8P14Z,26,17.24,4.80,1,0,9,0,18,9,0,9,0,9,9,36,27
BUNS-ROLLS,PRIVATE LABEL BRANDS,PL WALMT VALU(HMBK),,313,12.84,1.53,5,78,61,52,122,44,78,35,52,96,44,357,305
BUNS-ROLLS,PRIVATE LABEL BRANDS,PL WALMT VALU(HMBK),WM VALUE HAMBURG8P11,97,33.91,2.26,2,24,16,16,32,8,24,8,16,24,8,96,80
BUNS-ROLLS,PRIVATE LABEL BRANDS,PL WALMT VALU(HMBK),WM VALUE HOTDOG 8P11,216,5.38,1.21,3,54,45,36,90,36,54,27,36,72,36,261,225
BUNS-ROLLS,SARA LEE,,,123,-18.53,6.85,8,4,35,0,12,18,4,23,3,11,18,69,59
BUNS-ROLLS,SARA LEE,SL CLASSIC DINNR RLS,,78,20.43,6.30,5,0,25,0,0,10,0,15,0,0,10,35,25
BUNS-ROLLS,SARA LEE,SL CLASSIC DINNR RLS,SL HAWAIIAN RL12P15Z,54,103.86,4.93,3,0,15,0,0,5,0,15,0,0,5,20,20
BUNS-ROLLS,SARA LEE,SL CLASSIC DINNR RLS,SL WHI DNRL 12P 17Z,24,-37.50,9.39,2,0,10,0,0,5,0,0,0,0,5,15,5
BUNS-ROLLS,SARA LEE,SL H&D ROLLS,,9,-67.36,15.29,1,4,4,0,6,2,4,2,3,5,2,16,16
BUNS-ROLLS,SARA LEE,SL H&D ROLLS,SL 100%WW HAM 8P 23Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
BUNS-ROLLS,SARA LEE,SL H&D ROLLS,SL H&D STK RL 6P15Z,9,-58.20,15.29,1,4,4,0,6,2,4,2,3,5,2,16,16
BUNS-ROLLS,SARA LEE,SL OTHER BUNS & RLS,,15,248.66,5.25,1,0,6,0,6,6,0,6,0,6,6,18,18
BUNS-ROLLS,SARA LEE,SL OTHER BUNS & RLS,SL FR DNR RL 6P18.5Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
BUNS-ROLLS,SARA LEE,SL OTHER BUNS & RLS,SL FR WW DNRL6P18.5Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
BUNS-ROLLS,SARA LEE,SL OTHER BUNS & RLS,SL HAWAIN SDRL 8P18Z,15,261.57,5.25,1,0,6,0,6,6,0,6,0,6,6,18,18
BUNS-ROLLS,SARA LEE,SL SOFT & SMOOTH RLS,,21,-60.69,6.28,1,0,0,0,0,0,0,0,0,0,0,0,0
BUNS-ROLLS,SARA LEE,SL SOFT & SMOOTH RLS,SL HH WHE HAM 8P 12Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
BUNS-ROLLS,SARA LEE,SL SOFT & SMOOTH RLS,SL HHWHE HOT 8P 12Z,10,-52.06,5.93,1,0,0,0,0,0,0,0,0,0,0,0,0
BUNS-ROLLS,SARA LEE,SL SOFT & SMOOTH RLS,"SL WGW 3.5""HAM 8P14Z",0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
BUNS-ROLLS,SARA LEE,SL SOFT & SMOOTH RLS,"SL WGW 6""CONEY 8P13Z",11,-55.73,6.60,1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
DRY,,,,45,23.67,5.69,3,0,0,0,0,56,0,0,0,0,56,56,56
DRY,ARNOLD-BRWNBRY-OROWT,,,2,-3.45,11.90,0,0,0,0,0,0,0,0,0,0,0,0,0
DRY,ARNOLD-BRWNBRY-OROWT,AR-ORO STUFFING,,2,-3.45,11.90,0,0,0,0,0,0,0,0,0,0,0,0,0
DRY,ARNOLD-BRWNBRY-OROWT,AR-ORO STUFFING,OR CORN BR STUFF 14Z,1,11.54,10.34,0,0,0,0,0,0,0,0,0,0,0,0,0
DRY,ARNOLD-BRWNBRY-OROWT,AR-ORO STUFFING,OR HERB STUFFING 14Z,1,-9.84,12.73,0,0,0,0,0,0,0,0,0,0,0,0,0
DRY,BIMBO BREAD,,,44,24.97,5.46,2,0,0,0,0,56,0,0,0,0,56,56,56
DRY,BIMBO BREAD,BIMBO TOASTED BRD,,44,24.97,5.46,2,0,0,0,0,56,0,0,0,0,56,56,56
DRY,BIMBO BREAD,BIMBO TOASTED BRD,BIM DBFIBTST BX,22,39.75,3.42,1,0,0,0,0,28,0,0,0,0,28,28,28
DRY,BIMBO BREAD,BIMBO TOASTED BRD,PAN TOSTADO BX,22,12.96,7.50,2,0,0,0,0,28,0,0,0,0,28,28,28
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
MUFFINS,,,,169,-3.69,11.91,20,4,47,2,74,27,38,23,27,53,27,154,168
MUFFINS,ARNOLD-BRWNBRY-OROWT,,,34,-8.34,7.45,3,2,10,0,10,8,8,4,8,13,8,30,41
MUFFINS,ARNOLD-BRWNBRY-OROWT,ORO ENG MUFFINS,,34,-8.34,7.45,3,2,10,0,10,8,8,4,8,13,8,30,41
MUFFINS,ARNOLD-BRWNBRY-OROWT,ORO ENG MUFFINS,OR EM 100%WW 6P12.5Z,7,-18.10,7.85,1,0,2,0,2,0,2,2,0,3,0,4,7
MUFFINS,ARNOLD-BRWNBRY-OROWT,ORO ENG MUFFINS,OR EM EX CRISP6P12.5,10,-23.93,5.63,1,0,2,0,2,3,2,2,0,3,3,7,10
MUFFINS,ARNOLD-BRWNBRY-OROWT,ORO ENG MUFFINS,ORO DBL FIB EM6,5,"1,331.58",15.44,1,0,2,0,2,2,0,0,2,2,2,6,6
MUFFINS,ARNOLD-BRWNBRY-OROWT,ORO ENG MUFFINS,RAISIN MUFF 6P,5,535.00,5.12,0,2,2,0,2,0,2,0,3,2,0,6,7
MUFFINS,ARNOLD-BRWNBRY-OROWT,ORO ENG MUFFINS,RAISIN MUFF 6P,0,-100.00,0.00,0,2,2,0,2,0,2,0,3,2,0,6,7
MUFFINS,ARNOLD-BRWNBRY-OROWT,ORO ENG MUFFINS,SD ENG MUFF 6P12.48,7,-0.53,5.35,0,0,2,0,2,3,2,0,3,3,3,7,11
MUFFINS,SARA LEE,,,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
MUFFINS,SARA LEE,SL SOFT ENG MUFFIN,,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
MUFFINS,SARA LEE,SL SOFT ENG MUFFIN,SL EM SFT PLAIN 6P13,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
MUFFINS,SARA LEE,SL SOFT ENG MUFFIN,SL EM WHEAT 6P 13Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
MUFFINS,THOMAS BRANDS,,,135,-2.12,13.03,18,2,37,2,64,19,30,19,19,40,19,124,127
MUFFINS,THOMAS BRANDS,FLAVORED MUFFINS,,22,-0.88,17.24,4,2,8,2,14,2,5,4,2,5,2,28,18
MUFFINS,THOMAS BRANDS,FLAVORED MUFFINS,EM APPLE PIE 6P 13Z,2,830.00,21.51,0,2,2,0,6,0,2,2,0,0,0,10,4
MUFFINS,THOMAS BRANDS,FLAVORED MUFFINS,EM BANANA BRD 6P13Z,1,-66.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
MUFFINS,THOMAS BRANDS,FLAVORED MUFFINS,EM CINN RSN 6P 13Z,15,13.36,14.90,2,0,6,2,8,2,3,2,2,5,2,18,14
MUFFINS,THOMAS BRANDS,FLAVORED MUFFINS,EM CRANBERRY 6P 13Z,2,100.00,9.43,0,0,0,0,0,0,0,0,0,0,0,0,0
MUFFINS,THOMAS BRANDS,FLAVORED MUFFINS,EM CRANBERRY 6P/13Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
MUFFINS,THOMAS BRANDS,FLAVORED MUFFINS,EM PUMPKIN SPICE6P12,2,74.55,52.08,1,0,0,0,0,0,0,0,0,0,0,0,0
MUFFINS,THOMAS BRANDS,FLAVORED MUFFINS,LTD ED EM CINVAN6P13,0,-91.16,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
MUFFINS,THOMAS BRANDS,HEARTY MUFFINS,,37,17.43,17.68,6,0,9,0,20,6,9,5,6,11,6,35,37
MUFFINS,THOMAS BRANDS,HEARTY MUFFINS,EM DBL PROTN OAT6P13,6,100.00,29.72,2,0,2,0,6,3,2,0,2,0,3,11,7
MUFFINS,THOMAS BRANDS,HEARTY MUFFINS,EM HIGHFIB PLN 6P12Z,7,100.00,20.00,1,0,2,0,4,0,2,0,2,2,0,6,6
MUFFINS,THOMAS BRANDS,HEARTY MUFFINS,EM LT MLT GRN 6P12Z,15,5.14,10.03,2,0,3,0,6,3,3,3,2,6,3,12,17
MUFFINS,THOMAS BRANDS,HEARTY MUFFINS,EM TRIPLE HLTH 6P11Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
MUFFINS,THOMAS BRANDS,HEARTY MUFFINS,EM WH WHEAT 6P 12Z,8,3.37,20.98,2,0,2,0,4,0,2,2,0,3,0,6,7
MUFFINS,THOMAS BRANDS,REG-WHITE MUFFINS,,76,-9.64,9.61,7,0,20,0,30,11,16,10,11,24,11,61,72
MUFFINS,THOMAS BRANDS,REG-WHITE MUFFINS,EM REGULAR 12P/24OZ,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
MUFFINS,THOMAS BRANDS,REG-WHITE MUFFINS,EM REGULAR 6P/12Z,76,-9.31,9.61,7,0,20,0,30,11,16,10,11,24,11,61,72
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SAND THINS-FLAT ROLL,,,,75,-2.60,10.15,8,0,12,0,24,36,0,12,0,24,36,72,72
SAND THINS-FLAT ROLL,AR-OR SANDWICH THINS,,,75,-2.60,10.15,8,0,12,0,24,36,0,12,0,24,36,72,72
SAND THINS-FLAT ROLL,AR-OR SANDWICH THINS,ORIG SANDWICH THINS,,75,-2.60,10.15,8,0,12,0,24,36,0,12,0,24,36,72,72
SAND THINS-FLAT ROLL,AR-OR SANDWICH THINS,ORIG SANDWICH THINS,OR HW SAND THIN 8P12,21,-3.59,12.81,3,0,0,0,12,12,0,0,0,12,12,24,24
SAND THINS-FLAT ROLL,AR-OR SANDWICH THINS,ORIG SANDWICH THINS,OR SAND THIN MG 8P12,23,5.21,13.94,3,0,0,0,0,12,0,0,0,0,12,12,12
SAND THINS-FLAT ROLL,AR-OR SANDWICH THINS,ORIG SANDWICH THINS,OR SAND THIN WW 8P12,31,-7.05,5.53,2,0,12,0,12,12,0,12,0,12,12,36,36
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SANDWICH ALTERNATIVE,,,,167,-7.62,3.88,6,13,47,3,60,103,13,11,3,37,103,226,167
SANDWICH ALTERNATIVE,AR-OR SANDWICH THINS,,,8,-49.77,8.62,1,2,0,3,2,0,2,0,3,2,0,7,7
SANDWICH ALTERNATIVE,AR-OR SANDWICH THINS,POCKET THINS,,8,-49.77,8.62,1,2,0,3,2,0,2,0,3,2,0,7,7
SANDWICH ALTERNATIVE,AR-OR SANDWICH THINS,POCKET THINS,OR 100WW PKT THIN 8P,0,-100.78,-300.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SANDWICH ALTERNATIVE,AR-OR SANDWICH THINS,POCKET THINS,OR HERB PKT THIN8P11,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SANDWICH ALTERNATIVE,AR-OR SANDWICH THINS,POCKET THINS,OR HLTHY MG PKT 8P11,8,-15.52,7.91,1,2,0,3,2,0,2,0,3,2,0,7,7
SANDWICH ALTERNATIVE,BIMBO BREAD,,,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SANDWICH ALTERNATIVE,BIMBO BREAD,BIMBO TORTILLAS,,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SANDWICH ALTERNATIVE,BIMBO BREAD,BIMBO TORTILLAS,BIM 6.5FAJITA TOR10P,0,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SANDWICH ALTERNATIVE,BIMBO BREAD,BIMBO TORTILLAS,"BIM 8""WW FLR TOR 10P",0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SANDWICH ALTERNATIVE,BOBOLI BRANDS,,,8,-30.18,37.69,3,0,0,0,0,24,0,0,0,0,24,24,24
SANDWICH ALTERNATIVE,BOBOLI BRANDS,BOBOLI,,8,-30.18,37.69,3,0,0,0,0,24,0,0,0,0,24,24,24
SANDWICH ALTERNATIVE,BOBOLI BRANDS,BOBOLI,BOB 12 OG TNCST 10Z,2,0.79,67.97,2,0,0,0,0,14,0,0,0,0,14,14,14
SANDWICH ALTERNATIVE,BOBOLI BRANDS,BOBOLI,"BOB 12"" OG CST 14Z",4,56.10,9.38,0,0,0,0,0,10,0,0,0,0,10,10,10
SANDWICH ALTERNATIVE,BOBOLI BRANDS,BOBOLI,"BOB 8"" OG CST 2P10Z",0,-83.33,91.30,0,0,0,0,0,0,0,0,0,0,0,0,0
SANDWICH ALTERNATIVE,BOBOLI BRANDS,BOBOLI,BOB LG SAUCE 3P15Z,0,-102.44,-100.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SANDWICH ALTERNATIVE,BOBOLI BRANDS,BOBOLI,"BOB TN 12"" WWCST 10Z",1,-43.00,38.60,0,0,0,0,0,0,0,0,0,0,0,0,0
SANDWICH ALTERNATIVE,TIA ROSA,,,151,7.87,1.91,3,11,47,0,58,79,11,11,0,35,79,195,136
SANDWICH ALTERNATIVE,TIA ROSA,TR CORN,,23,75.51,4.95,1,0,12,0,12,24,0,0,0,0,24,48,24
SANDWICH ALTERNATIVE,TIA ROSA,TR CORN,TR WHITE CORN TORT30,6,84.36,15.45,1,0,0,0,0,12,0,0,0,0,12,12,12
SANDWICH ALTERNATIVE,TIA ROSA,TR CORN,TR YELLOW CORN TORT,17,72.41,1.02,0,0,12,0,12,12,0,0,0,0,12,36,12
SANDWICH ALTERNATIVE,TIA ROSA,TR FLOUR,,128,0.79,1.35,2,11,35,0,46,55,11,11,0,35,55,147,112
SANDWICH ALTERNATIVE,TIA ROSA,TR FLOUR,"TR 6.5""HS TORT 20P28",49,8.60,0.08,0,11,11,0,22,11,11,11,0,11,11,55,44
SANDWICH ALTERNATIVE,TIA ROSA,TR FLOUR,TR BURRITO TORT 8P20,10,-18.05,7.54,1,0,0,0,0,10,0,0,0,0,10,10,10
SANDWICH ALTERNATIVE,TIA ROSA,TR FLOUR,TR HOMSTY TORT 10P14,49,18.88,0.87,0,0,24,0,24,24,0,0,0,24,24,72,48
SANDWICH ALTERNATIVE,TIA ROSA,TR FLOUR,TR MGRN TORT 8P10.6Z,0,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SANDWICH ALTERNATIVE,TIA ROSA,TR FLOUR,TR SFT TACO TORT10P,11,-34.21,3.47,0,0,0,0,0,10,0,0,0,0,10,10,10
SANDWICH ALTERNATIVE,TIA ROSA,TR FLOUR,TR WICWW TORT 10P16Z,9,-23.81,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,,,,"5,081",-9.78,3.45,175,1180,800,728,1770,917,1071,694,674,1641,917,5395,4997
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,,,205,-14.58,18.10,37,38,30,10,65,143,28,20,10,63,143,286,264
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,ABO COUNTRY,,12,-56.15,61.53,8,0,0,0,0,30,0,0,0,0,30,30,30
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,ABO COUNTRY,OR CNTRY MLTIGRN 24Z,1,-80.43,277.78,1,0,0,0,0,0,0,0,0,0,0,0,0
