Product Level 4,Brand Level 4,Brand Level 2,Product Name,average,growth,returnPercent,returnUnits,tAct,thAct,fAct,sAct,mAct,tSug,thSug,fSug,sSug,mSug,totalAct,totalSug
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,SUNMAID FRUIT BRD,,13,-33.33,6.33,1,0,0,0,0,14,0,0,0,0,14,14,14
SLICED BREAD,ARNOLD-BRWNBRY-OROWT,SUNMAID FRUIT BRD,SUNMAID RAISIN 16Z,13,-33.33,6.33,1,0,0,0,0,14,0,0,0,0,14,14,14
SLICED BREAD,BIMBO BREAD,,,188,-20.08,2.79,5,48,32,32,56,32,58,24,32,56,32,200,202
SLICED BREAD,BIMBO BREAD,BIMBO SOFT BREAD,,187,-18.02,2.54,5,48,32,32,56,32,48,24,32,56,32,200,192
SLICED BREAD,BIMBO BREAD,BIMBO SOFT BREAD,BIM SFT WHEAT 20Z,85,-16.27,4.42,4,24,16,16,24,16,24,8,16,24,16,96,88
SLICED BREAD,BIMBO BREAD,BIMBO SOFT BREAD,BIM SOFT WHITE 20Z,102,-19.42,0.98,1,24,16,16,32,16,24,16,16,32,16,104,104
SLICED BREAD,BIMBO BREAD,BIMBO VARIETY-OTHER,,1,-84.09,42.86,1,0,0,0,0,0,10,0,0,0,0,0,10
SLICED BREAD,BIMBO BREAD,BIMBO VARIETY-OTHER,BIM STGR 100%WW 16Z,1,-84.09,42.86,1,0,0,0,0,0,10,0,0,0,0,0,10
SLICED BREAD,MRS BAIRDS BREAD,,,"1,255",-16.76,3.04,38,298,186,178,446,210,285,180,171,430,210,1318,1276
SLICED BREAD,MRS BAIRDS BREAD,MB LIGHT BRD,,15,-23.33,4.35,1,0,0,0,12,12,0,0,0,0,12,24,12
SLICED BREAD,MRS BAIRDS BREAD,MB LIGHT BRD,MB WG LC SUGFRE 16Z,15,-23.33,4.35,1,0,0,0,12,12,0,0,0,0,12,24,12
SLICED BREAD,MRS BAIRDS BREAD,MB WHEAT-VARIETY BRD,,443,-15.42,3.44,15,112,64,64,152,74,96,64,64,152,74,466,450
SLICED BREAD,MRS BAIRDS BREAD,MB WHEAT-VARIETY BRD,MB 100% WHEAT 20Z,95,-14.19,8.49,8,32,16,8,32,16,16,16,8,32,16,104,88
SLICED BREAD,MRS BAIRDS BREAD,MB WHEAT-VARIETY BRD,MB 100% WW 16Z WIC,10,44.19,12.90,1,0,0,0,0,10,0,0,0,0,10,10,10
SLICED BREAD,MRS BAIRDS BREAD,MB WHEAT-VARIETY BRD,MB HONEY 7 GRAIN 20Z,71,-2.63,1.41,1,16,8,16,24,8,16,8,16,24,8,72,72
SLICED BREAD,MRS BAIRDS BREAD,MB WHEAT-VARIETY BRD,MB HONEY WHEAT 20Z,267,-1.14,1.81,5,64,40,40,96,40,64,40,40,96,40,280,280
SLICED BREAD,MRS BAIRDS BREAD,MB WHEAT-VARIETY BRD,MB S/TOP WHEAT 20Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,MRS BAIRDS BREAD,MB WHITE BRD,,797,-17.36,2.79,22,186,122,114,282,124,189,116,107,278,124,828,814
SLICED BREAD,MRS BAIRDS BREAD,MB WHITE BRD,MB LRG WHITE#2 20Z,375,-30.22,1.33,5,88,48,48,128,56,88,48,48,128,56,368,368
SLICED BREAD,MRS BAIRDS BREAD,MB WHITE BRD,MB SMALL WHITE 16Z,42,-35.81,8.76,4,10,10,10,10,10,10,10,0,10,10,50,40
SLICED BREAD,MRS BAIRDS BREAD,MB WHITE BRD,MB TEXAS SL WHITE24Z,13,-11.73,20.89,3,0,8,0,8,2,3,2,3,4,2,18,14
SLICED BREAD,MRS BAIRDS BREAD,MB WHITE BRD,MB WG WHITE 20Z,169,5.13,2.76,5,40,24,32,64,24,40,24,32,64,24,184,184
SLICED BREAD,MRS BAIRDS BREAD,MB WHITE BRD,MB X THIN WHITE 24Z,198,6.42,3.12,6,48,32,24,72,32,48,32,24,72,32,208,208
SLICED BREAD,NATURES HARVEST,,,18,100.00,263.68,47,0,36,0,11,24,8,24,9,20,24,71,85
SLICED BREAD,NATURES HARVEST,NAT HVST WHEAT SDWCH,,15,100.00,251.65,38,0,30,0,11,20,6,20,7,17,20,61,70
SLICED BREAD,NATURES HARVEST,NAT HVST WHEAT SDWCH,NHV 18GRN&SEEDS 24Z,2,100.00,366.67,7,0,6,0,3,4,0,4,0,3,4,13,11
SLICED BREAD,NATURES HARVEST,NAT HVST WHEAT SDWCH,NHV B/TOP WGWHE BB20,2,100.00,473.91,9,0,6,0,0,4,2,4,2,3,4,10,15
SLICED BREAD,NATURES HARVEST,NAT HVST WHEAT SDWCH,NHV HNY WHEAT RT 20Z,4,100.00,222.73,8,0,6,0,5,4,2,4,3,5,4,15,18
SLICED BREAD,NATURES HARVEST,NAT HVST WHEAT SDWCH,NHV STGRD 100%WW 20Z,6,100.00,100.00,6,0,6,0,0,4,2,4,2,3,4,10,15
SLICED BREAD,NATURES HARVEST,NAT HVST WHEAT SDWCH,NHV WHEATBERRY WW24Z,2,100.00,413.04,8,0,6,0,3,4,0,4,0,3,4,13,11
SLICED BREAD,NATURES HARVEST,NAT HVST WHITE SDWCH,,3,100.00,336.67,8,0,6,0,0,4,2,4,2,3,4,10,15
SLICED BREAD,NATURES HARVEST,NAT HVST WHITE SDWCH,NHV B/TOP WGWHI BB20,3,100.00,336.67,8,0,6,0,0,4,2,4,2,3,4,10,15
SLICED BREAD,PRIVATE LABEL BRANDS,,,"2,497",-8.46,1.42,36,604,386,388,886,346,500,322,332,774,346,2610,2274
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),,"2,496",-8.50,1.38,34,604,386,388,886,346,500,322,332,774,346,2610,2274
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),BT WHEAT 24 SL 24OZ,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),BT WHITE 24 SL 24Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV 100% WHEAT 16Z,101,-29.15,3.48,4,20,10,20,30,10,20,10,20,30,10,90,90
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV 100% WW BRD 20Z,189,12.95,1.19,2,40,24,32,64,32,40,24,32,64,32,192,192
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV HNYWHEAT  BRD 20Z,48,-35.52,0.86,0,8,8,0,16,8,8,8,0,16,8,40,40
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV S/TOP WHEAT 20Z,110,-7.43,1.21,1,16,16,16,32,16,16,16,8,32,16,96,88
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV TEXAS TST 24Z,23,3.72,0.36,0,0,8,0,16,8,0,8,0,8,8,32,24
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV WG WHITE BRD 20Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV WHEAT SQ 24Z,425,-11.30,1.53,7,112,56,64,136,56,88,56,64,136,56,424,400
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV WHITE 1#,84,-40.05,2.57,2,16,8,16,24,8,16,8,16,24,8,72,72
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV WHITE RT TOP 20Z,327,-35.20,2.22,7,64,40,48,120,40,64,40,48,96,40,312,288
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),GV WHITE SQ,405,-34.57,1.01,4,112,56,48,128,56,88,56,48,128,56,400,376
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),PFT WHEAT SQ 24Z,302,100.00,1.10,3,96,64,64,120,40,64,40,32,96,40,384,272
SLICED BREAD,PRIVATE LABEL BRANDS,PL GREAT VALUE(WM),PFT WHITE SQ 24Z,481,100.00,0.73,4,120,96,80,200,72,96,56,64,144,72,568,432
SLICED BREAD,PRIVATE LABEL BRANDS,PL WILD OATS-WMART,,1,100.00,100.00,1,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,SARA LEE,,,925,17.62,3.32,31,192,130,120,306,162,192,124,120,298,162,910,896
SLICED BREAD,SARA LEE,SL BREAKFAST BREADS,,15,-6.60,27.17,4,0,2,0,2,16,0,2,0,0,16,20,18
SLICED BREAD,SARA LEE,SL BREAKFAST BREADS,SL CINRN BRD 16Z,12,-12.42,19.15,2,0,0,0,0,14,0,0,0,0,14,14,14
SLICED BREAD,SARA LEE,SL BREAKFAST BREADS,SL CSWRL BRFST BD16Z,4,19.44,53.49,2,0,2,0,2,2,0,2,0,0,2,6,4
SLICED BREAD,SARA LEE,SL CLASSIC VRTY BRD,,717,40.50,0.96,7,160,96,104,232,104,160,96,104,232,104,696,696
SLICED BREAD,SARA LEE,SL CLASSIC VRTY BRD,SL CL 100%WW RT 16Z,1,-82.86,100.00,1,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,SARA LEE,SL CLASSIC VRTY BRD,SL CL 100%WW RT 20Z,56,28.74,2.38,1,16,8,8,16,8,16,8,8,16,8,56,56
SLICED BREAD,SARA LEE,SL CLASSIC VRTY BRD,SL CL HNYWHEAT RT20Z,660,44.27,0.77,5,144,88,96,216,96,144,88,96,216,96,640,640
SLICED BREAD,SARA LEE,SL CLASSIC VRTY BRD,SL CLS OATS NHNY 20Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,SARA LEE,SL DELIGHTFUL BRD,,94,19.34,13.02,12,16,16,0,40,24,16,16,0,40,24,96,96
SLICED BREAD,SARA LEE,SL DELIGHTFUL BRD,SL 45CAL DEL WW/HY20,37,27.62,3.87,1,8,8,0,16,8,8,8,0,16,8,40,40
SLICED BREAD,SARA LEE,SL DELIGHTFUL BRD,SL DEL HLTY MG 20Z,38,16.49,11.28,4,8,8,0,16,8,8,8,0,16,8,40,40
SLICED BREAD,SARA LEE,SL DELIGHTFUL BRD,SL DEL WHEAT 20Z,20,11.21,33.19,7,0,0,0,8,8,0,0,0,8,8,16,16
SLICED BREAD,SARA LEE,SL MAINSTREAM WHITE,,15,93.55,27.78,4,0,8,0,8,2,0,2,0,2,2,18,6
SLICED BREAD,SARA LEE,SL MAINSTREAM WHITE,SL GIANT WHITE RT24Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,SARA LEE,SL MAINSTREAM WHITE,SL WHITE BUTTER 20Z,15,100.00,27.78,4,0,8,0,8,2,0,2,0,2,2,18,6
SLICED BREAD,SARA LEE,SL SOFT & SMOOTH BRD,,84,-51.71,3.89,3,16,8,16,24,16,16,8,16,24,16,80,80
SLICED BREAD,SARA LEE,SL SOFT & SMOOTH BRD,SL S&S 100%WW RT 20Z,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SLICED BREAD,SARA LEE,SL SOFT & SMOOTH BRD,SL S&S WGW RT BRD20Z,84,-40.76,3.89,3,16,8,16,24,16,16,8,16,24,16,80,80
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SNACK,,,,19,100.00,0.00,0,0,9,0,18,9,0,0,0,9,9,36,18
SNACK,TIA ROSA,,,19,100.00,0.00,0,0,9,0,18,9,0,0,0,9,9,36,18
SNACK,TIA ROSA,TR CHIPS,,19,100.00,0.00,0,0,9,0,18,9,0,0,0,9,9,36,18
SNACK,TIA ROSA,TR CHIPS,TR MEGATHIN CHIP,19,100.00,0.00,0,0,9,0,18,9,0,0,0,9,9,36,18
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,,,,985,14.41,3.56,35,54,74,339,132,210,207,140,289,164,210,809,1010
SWEET BAKED GOODS,BIMBO SBG,,,289,34.60,7.06,20,0,0,159,0,70,61,44,127,0,70,229,302
SWEET BAKED GOODS,BIMBO SBG,BM-BX-BARS,,38,884.78,2.65,1,0,0,0,0,14,4,9,10,0,14,14,37
SWEET BAKED GOODS,BIMBO SBG,BM-BX-BARS,BIM MGRNBAR MIX BX6P,24,532.61,2.06,1,0,0,0,0,3,4,9,10,0,3,3,26
SWEET BAKED GOODS,BIMBO SBG,BM-BX-BARS,BIM STWYBRAN FT BX6P,14,100.00,3.70,1,0,0,0,0,11,0,0,0,0,11,11,11
SWEET BAKED GOODS,BIMBO SBG,BM-FS-LOAF CAKES,,31,-35.14,15.63,5,0,0,21,0,12,7,4,13,0,12,33,36
SWEET BAKED GOODS,BIMBO SBG,BM-FS-LOAF CAKES,BIM PANQUE BN FS1PBX,3,100.00,2.44,0,0,0,0,0,4,0,0,0,0,4,4,4
SWEET BAKED GOODS,BIMBO SBG,BM-FS-LOAF CAKES,BIM PANQUE HMD FS1P,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,BIMBO SBG,BM-FS-LOAF CAKES,BIM PANQUE PEC FS1P,27,-9.19,17.48,5,0,0,21,0,4,7,4,13,0,4,25,28
SWEET BAKED GOODS,BIMBO SBG,BM-FS-LOAF CAKES,BIM PANQUE RSN FS1P,0,-96.83,0.00,0,0,0,0,0,4,0,0,0,0,4,4,4
SWEET BAKED GOODS,BIMBO SBG,BM-FS-SWEET ROLLS,,21,-21.47,25.78,6,0,0,19,0,3,6,3,11,0,3,22,23
SWEET BAKED GOODS,BIMBO SBG,BM-FS-SWEET ROLLS,BIM ROLES CIN FS6P,21,-21.47,25.78,6,0,0,19,0,3,6,3,11,0,3,22,23
SWEET BAKED GOODS,BIMBO SBG,BM-MP-DONUTS,,21,377.36,16.21,3,0,0,10,0,3,5,2,10,0,3,13,20
SWEET BAKED GOODS,BIMBO SBG,BM-MP-DONUTS,BIM DONAS SGR MF12P,21,377.36,16.21,3,0,0,10,0,3,5,2,10,0,3,13,20
SWEET BAKED GOODS,BIMBO SBG,BM-MP-MUFFINS,,69,62.33,1.21,1,0,0,35,0,10,15,11,32,0,10,45,68
SWEET BAKED GOODS,BIMBO SBG,BM-MP-MUFFINS,BIM MINIMCDA MF8P,52,36.95,1.28,1,0,0,27,0,8,11,9,25,0,8,35,53
SWEET BAKED GOODS,BIMBO SBG,BM-MP-MUFFINS,BIM MNTECADA MF6P,17,267.86,0.97,0,0,0,8,0,2,4,2,7,0,2,10,15
SWEET BAKED GOODS,BIMBO SBG,BM-MP-TRADITIONAL,,109,22.25,4.42,5,0,0,75,0,28,24,15,51,0,28,103,118
SWEET BAKED GOODS,BIMBO SBG,BM-MP-TRADITIONAL,BIM BIMBOLETE MF4P,58,80.57,3.01,2,0,0,40,0,8,13,8,27,0,8,48,56
SWEET BAKED GOODS,BIMBO SBG,BM-MP-TRADITIONAL,BIM BUNUELO MF12P,10,54.67,0.86,0,0,0,8,0,4,3,0,5,0,4,12,12
SWEET BAKED GOODS,BIMBO SBG,BM-MP-TRADITIONAL,BIM CNCHITA VAN MF6P,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,BIMBO SBG,BM-MP-TRADITIONAL,BIM CONCHAS VAN MP8P,40,190.32,7.50,3,0,0,27,0,5,8,7,19,0,5,32,39
SWEET BAKED GOODS,BIMBO SBG,BM-MP-TRADITIONAL,BIM REBANADAS MF6PBX,1,-92.67,0.00,0,0,0,0,0,11,0,0,0,0,11,11,11
SWEET BAKED GOODS,BIMBO SBG,BM-MP-TRADITIONAL,BIM SFT PASTRY8P BOX,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,ENTENMANNS BRANDS,,,80,39.45,0.73,1,0,0,0,36,38,18,18,0,36,38,74,110
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,,80,39.45,0.73,1,0,0,0,36,38,18,18,0,36,38,74,110
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,CP LB CHOCCP MFN10CT,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,LB BLBRY MFN,28,36.14,0.88,0,0,0,0,18,18,0,0,0,18,18,36,36
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,LB BROWNIE,8,-20.16,0.00,0,0,0,0,0,0,18,0,0,0,0,0,18
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,LB CHOCHIP MINI MUFF,30,68.72,1.12,0,0,0,0,18,18,0,0,0,18,18,36,36
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,LB PARTY CAKE MFN 5P,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,LB S'MORES MFN 5P,5,100.00,0.00,0,0,0,0,0,2,0,0,0,0,2,2,2
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,LB SDOODLE MUFF MEXI,5,100.00,0.00,0,0,0,0,0,0,0,18,0,0,0,0,18
SWEET BAKED GOODS,ENTENMANNS BRANDS,EN LITTLE BITES,LB STWBRY YOGT MFN5P,5,"5,700.00",0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MARINELA,,,219,-0.41,2.42,5,6,6,124,0,35,46,28,110,0,35,171,219
SWEET BAKED GOODS,MARINELA,MR-BX-COOKIES,,94,-8.76,1.99,2,0,0,39,0,15,20,12,48,0,15,54,95
SWEET BAKED GOODS,MARINELA,MR-BX-COOKIES,MLA BRRITA PNA BX8P,18,17.65,0.91,0,0,0,9,0,2,3,3,8,0,2,11,16
SWEET BAKED GOODS,MARINELA,MR-BX-COOKIES,MLA BRRITA STR BX8P,32,5.87,2.37,1,0,0,10,0,5,7,4,15,0,5,15,31
SWEET BAKED GOODS,MARINELA,MR-BX-COOKIES,MLA CANELITAS BX8P,21,10.43,0.39,0,0,0,10,0,3,5,2,10,0,3,13,20
SWEET BAKED GOODS,MARINELA,MR-BX-COOKIES,MLA CARIBENAS BX8P,5,-47.22,0.00,0,0,0,0,0,0,2,0,4,0,0,0,6
SWEET BAKED GOODS,MARINELA,MR-BX-COOKIES,MLA GANSITOCKY BX10P,5,-48.31,4.35,0,0,0,0,0,3,0,0,3,0,3,3,6
SWEET BAKED GOODS,MARINELA,MR-BX-COOKIES,MLA POLVORONES BX8P,13,10.79,1.30,0,0,0,10,0,2,2,2,6,0,2,12,12
SWEET BAKED GOODS,MARINELA,MR-BX-COOKIES,MLA SUAVICM NAPX30P,0,-110.42,-100.00,0,0,0,0,0,0,1,1,0,0,0,0,2
SWEET BAKED GOODS,MARINELA,MR-BX-COOKIES,MLA TARTNA STR BX8P,1,-73.33,6.25,0,0,0,0,0,0,0,0,2,0,0,0,2
SWEET BAKED GOODS,MARINELA,MR-BX-SNACK CAKES,,111,3.10,2.41,3,6,6,85,0,17,24,16,55,0,17,114,112
SWEET BAKED GOODS,MARINELA,MR-BX-SNACK CAKES,MLA CHOCOROL BX8P,3,-75.48,2.63,0,0,0,5,0,6,0,0,0,0,6,11,6
SWEET BAKED GOODS,MARINELA,MR-BX-SNACK CAKES,MLA GANSITO BX8P,82,52.16,1.22,1,0,0,60,0,11,16,10,35,0,11,71,72
SWEET BAKED GOODS,MARINELA,MR-BX-SNACK CAKES,MLA GANSITO CH BX8P,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MARINELA,MR-BX-SNACK CAKES,MLA GANSITO CL24P,16,-9.86,3.13,1,6,6,15,0,0,6,6,15,0,0,27,27
SWEET BAKED GOODS,MARINELA,MR-BX-SNACK CAKES,MLA NAPOLITANO BX5P,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MARINELA,MR-BX-SNACK CAKES,MLA PINGUINO BX8P,10,-20.28,11.40,1,0,0,5,0,0,2,0,5,0,0,5,7
SWEET BAKED GOODS,MARINELA,MR-BX-SNACK CAKES,MLA SUBMRNO STR BX8P,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,MARINELA,MR-MP-COOKIES,,14,55.77,5.56,1,0,0,0,0,3,2,0,7,0,3,3,12
SWEET BAKED GOODS,MARINELA,MR-MP-COOKIES,MLA BRRITA STR MF6P,5,125.00,11.11,1,0,0,0,0,0,0,0,2,0,0,0,2
SWEET BAKED GOODS,MARINELA,MR-MP-COOKIES,MLA SPONCH MF6P,9,35.00,2.78,0,0,0,0,0,3,2,0,5,0,3,3,10
SWEET BAKED GOODS,MRS BAIRDS SBG,,,393,8.68,1.17,5,48,48,56,96,64,82,50,53,128,64,312,377
SWEET BAKED GOODS,MRS BAIRDS SBG,MB DONUTS POPETTES,,383,10.10,1.20,5,48,48,48,96,64,80,48,48,128,64,304,368
SWEET BAKED GOODS,MRS BAIRDS SBG,MB DONUTS POPETTES,MB SNK BAG CHOC DNT,113,35.56,1.25,1,16,16,16,32,16,32,16,16,32,16,96,112
SWEET BAKED GOODS,MRS BAIRDS SBG,MB DONUTS POPETTES,MB SNK BAG CINN DNT,33,-19.88,4.26,1,0,0,0,0,16,0,0,0,16,16,16,32
SWEET BAKED GOODS,MRS BAIRDS SBG,MB DONUTS POPETTES,MB SNK BAG POWDERDNT,237,6.16,0.74,2,32,32,32,64,32,48,32,32,80,32,192,224
SWEET BAKED GOODS,MRS BAIRDS SBG,MB SWT ROLLS-BUNS,,10,-27.11,0.00,0,0,0,8,0,0,2,2,5,0,0,8,9
SWEET BAKED GOODS,MRS BAIRDS SBG,MB SWT ROLLS-BUNS,MB CLUST CINN RL 6P,10,-27.11,0.00,0,0,0,8,0,0,2,2,5,0,0,8,9
SWEET BAKED GOODS,SARA LEE FRESH SBG,,,4,-44.94,102.04,4,0,20,0,0,3,0,0,0,0,3,23,3
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG DONUTS,,4,100.00,104.17,4,0,20,0,0,3,0,0,0,0,3,23,3
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG DONUTS,SL GLZD DON HOLES BX,2,100.00,168.18,3,0,2,0,0,2,0,0,0,0,2,4,2
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG DONUTS,SL VAR DONUT12P BX,2,100.00,50.00,1,0,18,0,0,1,0,0,0,0,1,19,1
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG SNCK CK,,0,-98.88,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG SNCK CK,SL BROWNIE CC CK 7P,0,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG SNCK CK,SL CHEESE CRMB 6P12,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG SNCK CK,SL CRUMB CAKES 6P12,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG SNCK CK,SL DEVILCRM CK8P12.5,0,-97.56,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG SNCK CK,SL GLDENFDG CK8P13,0,-100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEET BAKED GOODS,SARA LEE FRESH SBG,SL FRESH SBG SNCK CK,SL SNICKRDL CK7P10.5,0,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
Totals,,,,"9,933",-4.75,4.31,428,1842,1486,1419,3211,1843,1957,1295,1359,2838,1843,9801,9292
